F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
92.49,-128.32,-229.93,119.97,Low,16.68,-149.35,2186.91,-4456.14,-115.88,25719.99,390,114.52,-1.92,48.69,213.15,2563.32,-283.67,529.98,46.17,-3781.9,2.86,6225.18,2272.56,2905.68,3,0,-4661.77,460.82,-97.41,-1.74,12.27,17.48,Europe,-317.82,-831.87,2641.6
174.68,-252.08,-204,93.42,Medium,13.41,-128.81,18441.54,-5066.36,-243.22,25924.98,562.8,163.23,14.52,41.85,296.97,1342.82,-57.77,-4388.86,4.62,-4441.24,4.66,3043.54,1467.2,2576.52,15,18,-2061.04,907.12,-57.81,-4.12,10.26,11.68,UK,-196.77,-1297.15,670.35
58.39,-88.3,-151.16,143.05,Medium,18.69,-184.86,8601.27,-2640.06,-104.06,34709.61,590.61,165.63,5.16,33.66,248.46,2151.42,-258.24,-12406.96,3.42,-4065.36,5.16,7807.75,1030.78,1089.84,6,10,-358.9,1031.92,-77.64,-7.36,7.24,17.87,Rest,-515.64,-1213.07,543.41
42.68,-267.76,-180.24,75.81,High,22.41,-127.01,13200.69,-5179.56,-131.16,30537.51,572.85,209.92,3.66,55.71,133.71,2770.3,-277.8,-8851.28,66.87,-3796.02,11.58,8274.29,2126.4,2691.45,9,14,-1233.06,-79.98,-73.56,-27.26,17.4,18.75,UK,-376.92,-1467.7,-15.29
85.75,-258.74,-200.27,132.52,Very high,8.01,-162.1,17109.93,-2897.68,-77.94,29554.5,513.87,199.89,-4.02,13.92,300.33,1110.42,-1073.08,1333.82,1.02,-3750.92,9.4,11697.63,2714.56,2559.75,15,10,-5788.26,1129.66,-74.85,-8.38,11.5,15.32,Europe,-282.9,-1553.04,1848.5
50.14,-461.56,-265.88,81.34,High,-2.52,-176.3,23881.92,-4575.34,-192.88,25095.39,536.64,107.36,13.35,20.37,248.52,3280.86,-383.26,5359.92,364.2,-4188.2,2.28,6094.08,2367.86,1157.82,15,8,-473.33,746.24,-65.91,-18.18,11.22,17.12,Europe,-288.51,-1158.48,1406.19
40.04,-167.52,-273.98,43.89,Medium,0.27,-159.91,12879.99,-3915.64,-193.48,37243.56,470.55,165.15,6,39.42,264.45,1617.56,-127.52,-20914.36,0.54,-4563.3,28.72,2487.51,1752.16,2753.76,18,2,-7233.84,-75.72,-64.5,-6.14,13.06,23.88,USA,-275.07,-1241.07,387.26
36.43,-110.16,-216.05,97.18,High,18.75,-119.08,6915.09,-5145.06,-215.24,31263.36,505.2,129.46,5.76,37.98,173.97,918.26,-183.18,-16093.36,0.03,-2953.88,6.66,9201.61,2964.3,2149.56,15,6,753.32,1490.76,-82.68,-3.46,7.81,20.02,Rest,-342.09,-1239.35,215.81
77.86,-196.66,-229.06,106.46,Very high,37.77,-149.48,14873.58,-4257.92,-251.84,21684.06,588.15,295.86,13.2,40.74,280.38,1934.92,-895.87,-5620.56,0.3,-4353.34,19.36,8786.91,1802.9,635.28,9,14,192.44,1211.8,-76.2,-10.46,11.63,23.75,UK,-384.24,-1684.5,1175.2
45.56,-166.32,-123.24,138.18,Very low,-10.59,-60.33,8112.84,-2831.56,-225.5,22066.44,557.64,94.99,-2.55,20.07,210.6,895.14,-1035.69,-23685.58,0.66,-5029.48,22.88,7951.78,1773.5,2018.25,12,6,-6370.27,455.46,-85.8,-9.98,12.06,18.91,Rest,-316.2,-1413.51,-3.4
41.95,-69.24,-228.17,89.78,Very low,24.27,-210.73,5957.07,-4260.58,-103.06,26399.52,559.32,191.57,4.65,23.61,285.45,1799.6,-567.22,-6937.54,0.3,-5216.3,5.98,6608.62,2673.52,3096.54,12,14,-4046.36,1431.34,-65.49,-24.86,10.61,13.49,USA,-473.37,-1065.6,-162.1
13.11,-337.52,-190.93,95.27,High,8.22,-161.48,3427.89,-4260.24,-117.86,35515.95,481.62,156.48,12.57,39.81,330.18,1310.48,-299.15,-8907.74,3.69,-5832,15.42,-297.41,1311.6,2695.35,9,10,-7040.29,1281.08,-78.21,-7.3,9.2,18.14,Europe,-401.97,-1371.18,1548.4
59.01,17.52,-262.64,58.92,Very high,-24.48,-213.36,26319.09,-4717.7,-197.26,34298.01,337.95,162.71,-0.54,59.85,317.34,1321.22,-218.4,-8611.66,0.36,-3619.12,5.34,6012.23,2120.68,3394.02,15,8,-5274.22,514.24,-76.8,-6.42,8.84,29.64,UK,-293.52,-1060.63,984.09
51.42,-391.48,-183.94,111.03,Medium,17.49,-190.07,-3312.84,-4273.4,-96.04,33233.82,627.87,204.17,19.62,34.92,263.52,2586,-179.82,-6014.06,6.63,-2681.74,14.28,13069.35,2410.96,2849.79,12,2,-2141.09,1236.98,-76.41,-7.84,17.81,23.55,USA,-335.55,-1801.24,3207.57
59.57,-198.66,-133.51,66.54,Very low,16.08,-124.04,7512.84,-3550.92,-241.36,25389.63,516.33,188.38,6.03,27.9,162.3,2234.12,-439.92,-19790.74,2.76,-2250.74,6.04,2783.49,1730.8,3738.36,21,6,-5530,224.9,-75.9,-5.54,14.43,18.02,Europe,-313.98,-877.86,-1247.25
70.48,-200.2,-162.39,106.9,High,21.78,-132.97,-4039.05,-5156.7,-108.06,24664.35,679.05,165.44,17.28,26.25,174.27,2371.54,-962.79,-2806.72,2.01,-4463.04,3.96,4021.23,2660.3,3635.64,12,8,-1597.31,349.32,-78.42,-8.64,16.31,18.63,USA,-382.02,-1186.91,480.05
62.29,-225.58,-254.45,138.96,Medium,14.1,-156.11,12533.85,-5499.76,-285.28,29775.66,587.13,91.14,20.16,37.17,232.32,1909.02,-228.9,-8723.5,9851.58,-3652.92,6.78,6879.77,2494.22,1922.43,3,4,-61.66,836,-77.37,-3.36,13.04,18.01,Europe,-357.66,-1011.58,2995.27
9,-334.32,-228.92,73.84,Very high,-14.07,52.68,8562,-4482.98,-128.96,29940.48,540.21,226.71,17.07,32.82,231.3,3389.08,-522.89,-5788.14,0.12,-3644.22,5.86,7790.35,2283.24,3170.07,12,10,-2212.61,603.38,-65.91,-2.42,9.36,18.51,Europe,-401.46,-1290.72,2064.84
66.46,-123.8,-209.84,138.17,Medium,30.39,-137.98,709.08,-3398,-176.8,31459.83,562.23,179.26,-2.22,36.9,257.34,1826.46,-275.62,-1761.56,19.59,-3447.38,3.9,9439.05,2596.8,1537.35,9,8,412.66,1338.52,-73.29,-3.88,13.42,15.5,Europe,-487.05,-1568.38,2596.74
91,-212.42,-245.88,126.09,High,18.72,-21.26,-2797.29,-4222.44,-275.54,24319.53,632.94,164.11,14.01,36.63,81.24,1906.5,-313.49,3736.94,3.6,-3857.6,0.84,6229.12,2589.72,3956.76,12,12,1702.61,743.52,-122.04,-3.98,12.45,16.95,Rest,-351.87,-1187.87,388.49
-0.13,-203.1,-247.66,86.2,Low,-3.93,-174.33,12288.03,-5594.8,-176.56,31175.4,813.51,203.07,-1.38,34.89,291.63,2669.14,-348.97,-15088.66,251.7,-3778,10.66,8299.67,2759.42,10.02,12,14,-986.36,1478.5,-61.23,-1.02,13.66,14.32,Europe,-288,-1039.81,2051.99
8.04,-168.28,-235.35,124.89,Very low,14.97,-223.51,18165.24,-4097.4,-216.4,11468.76,631.41,140.14,15.3,29.7,291.12,3045.58,-262.69,-16966.88,1.47,-4747.68,5.96,7539.16,1928.38,1934.55,9,10,2854.62,904.2,-83.67,-6.12,12.26,17.06,USA,-458.94,-1018.98,394.03
29.56,-297.96,-211.56,129.47,Very high,15.03,-108.34,6381.63,-3392.18,-143.3,39293.91,411.78,173.81,2.58,29.34,319.17,1548.94,-309.07,-9528.96,0.33,-2619.38,15.28,4316.5,2357.48,2752.59,9,6,-2005.51,1910.78,-73.65,-6.3,7.61,18.32,USA,-195.24,-434.52,74.29
46.9,-78.18,-202.74,107.2,Medium,13.2,-159.31,4709.13,-4969.92,-284.88,19685.37,369.48,159.7,15.12,50.94,353.61,3134.64,-616.18,-7870.78,113.67,-3693.54,15.08,3474.65,2664.1,3562.53,3,4,2286.97,1237.98,-80.34,-5.22,10.96,11.45,Europe,-363.42,-1192.77,2844.51
47.74,-246.34,-205.43,87.34,Very high,19.44,-150.25,8440.98,-6260.12,-169.78,22004.73,620.88,140.71,10.44,36.51,221.4,2075.56,-226.45,-5532.08,689.22,-4717.16,8.3,8810.46,2712.98,2586.18,6,8,-5169.26,291.78,-63.69,-1.8,11.24,22.12,USA,-288.63,-1719.24,3836.44
65.92,-205.04,-188.59,133.31,Very low,26.31,-132.6,32229.06,-3977.32,-130.72,19366.8,958.65,165.24,17.13,30.18,210.96,1631.14,-645.06,-5645.36,1.98,-3442.1,6.66,6980.24,2463.72,2595.03,15,8,4718.96,-61.24,-93.93,-11.08,11.51,14.85,Europe,-234.36,-1328.58,-75.76
130.09,-88.96,-227.95,85.44,Low,-28.23,-99.95,-11389.35,-4361.14,-252.18,28946.25,840.39,134.16,13.17,38.16,66.66,1948.48,-410.09,-14828.42,0.72,-4419.1,3.94,8752.29,2071.58,1807.44,24,6,-5526.19,1244.32,-75.57,-6.2,21.69,23,Rest,-217.86,-1360.49,-142.77
30.44,-302.9,-189.09,113.4,Low,38.4,-155.9,20980.2,-3857.96,-171.02,13337.25,415.83,207.78,1.68,39.87,284.28,2371.62,-318.38,-10298.26,30.87,-4044.86,10.64,4718.36,1547.02,1916.49,12,10,-659.61,1276.04,-81.93,-10.52,11.52,20.18,Europe,-407.43,-1127.06,632.93
55.87,-100,-175.36,81.95,Medium,15.69,-253.94,-4205.82,-4813.88,-174.3,19697.88,702.33,163.51,1.92,30.9,425.7,1838.94,102.76,-8862.4,12.57,-4466.58,2.68,9864.28,1551.9,2121.54,21,4,2123.46,580.84,-71.7,-2.78,6.75,16.77,UK,-406.83,-1087.19,447.97
21.89,-174.72,-206.54,86.51,High,10.38,-148.84,5099.34,-4295.78,-181.74,13497.87,898.41,171.34,11.79,29.16,302.91,1393.32,83.37,-3643.06,0.57,-3483.48,7.58,460.71,1857.76,2745.48,9,8,-3029.23,728.08,-71.58,-4.58,15.07,16.81,UK,-394.47,-1183.61,978.49
8.08,-180.22,-200.96,130.86,Very low,34.92,-184.9,-1646.88,-4305.96,-200.74,18715.62,740.82,163.62,10.05,29.49,69.48,3016.72,-393.86,1095.3,3.24,-4398.1,4.1,9172.55,1630.24,2360.1,3,2,1322.58,846.08,-63.84,-14.92,12.44,15.11,UK,-152.01,-1410.19,554.7
45.42,-167.46,-163.87,151.03,Very high,12.9,-147.7,12540.66,-6108.28,-141.8,46739.49,523.98,83.57,10.59,53.85,276.45,1865.34,-334.8,332.6,1.14,-4095.92,7.1,8445.89,1980.3,1564.68,6,8,-7205.69,788.14,-74.58,-4.56,10.3,15.87,Europe,-559.89,-1492.62,2832.92
-65.17,-205.86,-185.88,133.44,Very low,22.98,-166.48,9764.58,-3993.44,-192.16,28718.64,395.46,192.91,-4.65,25.41,320.43,1803.82,-285.68,-8048.6,0.3,-3728.12,2.44,-215.27,1546.82,2924.16,9,10,-722.92,789.88,-70.11,-12.08,12.41,18.76,USA,-329.97,-774.1,-154.37
53.26,-133.06,-228.68,115.14,Very low,13.83,-121.28,19503.12,-4287,-192.54,16587.3,539.73,168.62,10.59,62.73,177.57,2241.96,-639.81,-7948.1,45.6,-3872.2,1.64,8180.73,3351.88,2215.95,6,6,-1089.29,815.36,-31.83,-11.32,11.71,16.88,USA,-398.94,-912.1,1005
49.29,-316.88,-129.59,113.74,Very high,15.84,-163.67,24152.76,-4606.78,-114.14,29100.69,510.6,185.44,16.02,39.36,231.18,1718.04,-463.89,-6178.56,100.11,-4536.68,3.72,7261.82,2185.4,2436.09,12,16,5996.83,517.82,-91.05,-2.44,15.2,22.46,UK,-234.57,-1698.05,2871.42
109.77,-323.38,-153.72,104.92,Very high,20.73,-97.36,1898.31,-4399.04,-292.6,34237.02,635.94,259.83,7.53,19.14,334.32,1655.84,-297.05,-1239.2,13.41,-3432.32,5.9,8837.98,1292.08,3398.79,18,2,-4951.44,505.58,-84.45,-13.56,15.29,16.67,Europe,-283.41,-812.67,-588.29
154.97,-189.94,-132.83,63.78,Medium,23.76,-222.6,2344.32,-4155.64,-92.44,20713.56,589.89,176.74,17.31,45.03,237.96,2947.58,-685.93,-13381.84,0.24,-2219.88,1.46,5727.4,1979.92,2166.84,9,8,512.33,472.24,-76.86,-17.66,6.77,19.7,Europe,-486.84,-1546.37,-685.8
38.67,-350.36,-224.34,128.39,Very low,19.62,-158.28,3361.35,-3734.9,-140.84,38142.51,571.71,131.14,23.1,15.63,388.86,3015.34,181.87,-20107.62,5.58,-3476.62,18.36,7044.75,1811.12,2966.37,18,8,2125.26,524.58,-70.83,-13.22,13.26,18.93,UK,-440.4,-1348.34,-616.26
104.91,-122.68,-57.45,86.45,Medium,25.77,-97.39,2521.47,-3880,-117.06,24788.94,540.33,186.55,17.19,17.58,324.72,1555.86,-133.02,-7954.54,389.76,-4774.94,0.7,5093.04,3168.98,2326.35,12,10,-642.05,1711.14,-54.45,-3.08,11.28,18.63,Europe,-445.62,-1810.91,2893.97
82.55,-93.16,-177.56,110.75,Low,13.53,-163.65,17195.49,-4705.76,-227.16,19038.66,713.61,170.5,-4.29,54.51,405.96,1594.76,-896.35,-7768.54,0.03,-4640.18,5.96,8840.51,1273.32,3000.09,15,10,-1079.32,993.38,-79.95,-8.66,13.13,18.29,USA,-283.56,-1477.29,-56.37
53.4,-260.44,-220.15,91.67,Low,4.89,-165.98,15837.78,-4513.78,-112.32,39646.95,751.41,63.55,-4.02,28.11,174.06,1586.84,-395.88,-8026.06,0.09,-2521.2,15.84,7562.7,2283.98,1886.73,12,12,6237.48,223.58,-54.6,-5.06,12.07,25.79,Rest,-241.08,-1186.19,39.77
37.48,-283.42,-108.28,112.21,Low,-1.29,-158.86,10761.45,-4896.06,-182.14,28437.9,669.03,181.73,20.43,39.87,379.53,2043.84,-333.59,4140.64,3.18,-3572.78,6.48,7251.34,2708.88,1473.9,12,8,-5015.62,493.14,-83.88,-10,19.45,15.56,UK,-448.83,-957.38,-62.49
-57.4,-323.54,-174.63,85.44,High,1.62,-191.04,17332.5,-4600.26,-150.92,18260.37,542.64,170.93,4.17,33.21,338.64,1836.54,-948.56,-15449.78,44.25,-3596.84,4.68,11895.59,2068.96,3048.48,12,6,1382.9,1319.34,-95.73,-5.42,11.93,22.94,UK,-303.06,-1498.43,2290.18
79.35,-371.22,-220.99,80.02,Medium,20.88,-173.55,9607.65,-3600.94,-197.04,28675.71,482.91,126.2,3.18,30.3,228.75,2321.26,-365.78,-15428.8,27.09,-3931.6,6.54,5058.2,2784.38,3478.35,15,6,3326.72,1453.2,-76.29,-29.18,11.81,19.62,UK,-461.16,-1926.89,-88.9
109.68,-280.96,-209.17,118.17,Very high,11.85,-103.96,4276.26,-4032.5,-84.56,23305.77,671.13,200.49,-1.14,35.25,281.58,1888,-609.14,-3481.62,19.71,-4761.78,8.2,4285.7,2709.42,2528.52,12,6,-5808.17,1307.66,-70.8,-5.14,12.23,21.9,USA,-198.21,-1054.87,3046.82
80.61,-327.56,-181.85,80.58,Very high,13.98,-113.72,-5700.87,-5861.06,-262.96,39079.56,567.93,193.87,21.03,42.51,262.62,2753.74,-347,2846.3,47.16,-3986.64,2.28,6902.3,2123.98,2916.72,15,14,-5724.97,1942.2,-46.5,-6.1,12.25,16.1,Europe,-297.18,-1259.2,1513.78
-37.92,-275.32,-201.2,86.37,Very low,-0.9,-154.43,17526.15,-5672.14,-103.36,26784.93,503.13,173.76,13.68,36.03,308.31,3042.4,-553.8,-3126.9,0.18,-3966.52,10.02,2738.71,2727.64,716.34,15,6,1025.09,469.86,-75.6,-8.44,8.9,18.46,USA,-456.54,-1020.97,-104.45
44.85,-180.78,-236.15,125.56,Low,-2.31,-211.28,19364.55,-5629.16,-209.88,11182.71,525.69,152.18,27.9,35.28,314.55,3164.82,-1101,-15918.54,3.33,-3347.98,9,1868.77,3295.36,2058.6,12,8,-1236.43,1948.66,-81.03,-3.7,10.38,18.01,Europe,-371.43,-1345.26,2115.6
60.59,-207.98,-177.89,86.28,High,0.6,-176.33,32318.22,-3805.46,-172.84,14448.12,563.94,175.46,23.7,30,326.94,2760.96,-1178.94,1636.22,0.45,-4719.9,16.32,8291.08,1887.86,3494.76,15,12,1638.79,483.66,-70.86,-9.5,13.24,22.05,UK,-448.14,-1323.76,840.48
68.59,-135.64,-219.24,81.39,Very high,17.16,-185.02,12946.71,-3711.3,-154.8,17103.72,398.19,168.35,-3.84,38.13,169.59,2299.2,-979.31,5406.52,0.03,-2695.82,9.58,7508.18,2718.74,2854.41,9,10,-1714.7,1177.32,-70.92,-16.08,10.5,23.19,Rest,-243.87,-1224.12,29.17
44.63,-191.14,-140.62,143.53,Very high,34.95,-191.14,12596.79,-3173.86,-120.18,30603.66,825.06,186.78,6.39,32.64,502.77,1461.76,-496.42,-9672.62,2.43,-3875.4,2.3,9335.14,2583.76,2851.14,18,6,-3717.66,718.4,-85.74,-6.58,7.25,24.08,Europe,-327.57,-975.14,800.61
65.78,-190.58,-311.98,116.38,Medium,5.37,-163.76,18174.78,-4436.38,-209.96,24277.32,512.25,131.5,14.25,40.35,281.22,1172.24,-27.58,-16040.88,0.3,-6635.04,5.88,5999.78,2884.58,3368.76,6,8,1690.8,347.98,-63.84,-7.14,12.4,22.22,USA,-441.78,-1029.02,1016.24
43.64,-178.44,-244.17,85.44,High,27.99,-163.18,20901.72,-4040.46,-200.44,25665.93,475.77,161.08,8.37,38.46,247.68,3337.14,-640.19,-6592.78,58.23,-3672.6,2.44,12430.71,1890.18,1451.34,9,8,-51.95,-2.8,-73.41,-15.92,11.7,15.54,Rest,-251.97,-1208.18,699.69
93.81,-223.14,-211.51,91.35,Very low,-1.2,-240.75,36069.93,-5524.04,-167.36,20833.83,528.69,115.65,12.96,39.99,330.03,1386.3,-731.99,-15186.46,51,-4363.22,6.36,1758,1697.88,4174.26,9,4,3006.63,601.88,-78.66,-3.98,13.3,16.85,UK,-312.48,-880.7,1608.58
5.94,-482.84,-204.91,124.1,Very low,11.22,-143.36,5768.19,-4522.92,-122.96,9456.66,752.73,179.3,1.8,35.31,288.69,851.24,478.05,-13632.32,1.8,-3768.46,6.64,2134.13,1746.46,1610.28,21,12,-363.19,165.54,-81.87,-15.02,16.03,23.23,UK,-217.5,-1227.95,-1617.98
52.82,-208.18,-224.27,44.6,Very high,3.84,-158.17,2014.41,-3911.3,-124.68,33482.76,260.82,167.84,2.07,53.88,324.33,2148.28,-571.36,-10741.42,0.15,-2286.72,7.68,7918.99,3670.86,3395.73,6,4,373.22,416.06,-78.78,-7.8,12.5,19.73,USA,-453.3,-1659.77,3469.81
20.99,-230.86,-229.26,75.97,High,21.39,-166.66,1680.51,-4646.02,-159.16,17347.71,490.47,138.61,21.48,44.16,288.27,1312.18,-674.78,-10435.48,13.14,-2670.2,15.32,8908.42,1838.1,1638.06,15,14,602.65,2407.62,-68.25,-13.04,17.66,18.34,Europe,-390.21,-1652.48,118.43
27.23,-217.18,-154.7,135.05,High,16.83,-145.22,5784.66,-4785.62,-208.12,24167.07,538.59,160.16,20.67,45.21,141.45,1413.78,-363.4,-18438.98,0.81,-1485.28,4.7,5833.54,3060.98,2318.76,24,8,-7129.2,-441.42,-51.78,-4.82,11.82,15.72,Rest,-370.86,-1894.46,470.2
50.15,-198.16,-204.41,168.6,Very high,21.3,69.4,-4111.98,-3456.68,-187.5,28422.18,669.69,127.34,6.3,31.68,319.77,1543.44,-472.87,-9910.18,6.9,-3043.02,10.44,4496.76,1900.66,2012.67,12,6,-8385.07,108.34,-68.04,-18.4,11.3,17.71,Rest,-315.87,-1394.29,137.67
40.27,-265.4,-221.21,80.5,Low,27.36,-197.6,23038.2,-5938.9,-179.28,33725.91,431.01,193.13,28.98,37.89,330.39,1336.98,-362.9,-5736.08,0.66,-3760.12,5.28,9698.15,1548.04,4063.92,12,8,-3172.24,1711.28,-77.19,-8.12,10.44,20.49,UK,-372.66,-1331.08,629.07
17.78,-200.56,-215.96,132.02,Medium,10.74,-174.39,7295.61,-4955.74,-199.38,25708.65,421.35,219.12,10.71,35.07,205.77,3199.64,-213.08,-13387.9,19.86,-4487.14,4.22,8966.73,2016.26,2664.72,9,6,1042.24,-5.08,-91.83,-6.62,12.38,16.31,USA,-246.54,-1360.3,3367.63
49.48,-372,-129,109.53,Medium,7.41,-145.65,3837.21,-3600.52,-149.84,33883.56,1031.91,118.73,18.27,38.58,201.39,1906.28,-520.12,-11504.24,0.06,-3683.38,12.72,10693.71,2020,3263.91,9,16,-3563.62,1614.4,-57.81,-4.38,11.55,25.76,USA,-257.73,-1401.05,154.99
105.44,-264.8,-169.55,107.92,Very low,12.48,-161.09,9064.26,-4923.06,-74.34,25627.59,588,16.16,6.09,39.06,259.44,2060.24,-319.64,-13107.2,94.89,-4276.76,10.72,10335.18,873.16,1262.55,12,8,-2520.61,1650.96,-77.76,-11.4,10.2,20.37,UK,-443.7,-818.22,-177.35
15.31,-228.5,-171.55,167.37,Medium,9.72,-153.88,16062.18,-4407.64,-259.8,15485.37,599.13,198.55,11.85,53.37,182.55,2954.72,-392.12,-8850.92,62.52,-4414.14,5.06,6153.98,2829.18,1722.6,12,6,-143.59,-719.8,-77.97,-5.04,-1.37,16.97,Europe,-389.85,-1362.83,2736.69
52.35,-182.22,-269.89,125.41,Very low,8.46,-147.34,5390.43,-5341.5,-212.4,29210.85,476.61,187.93,1.53,52.74,135.75,1549.28,-357.26,-7237.6,263.25,-2944.5,7.66,4671.91,2002.16,1034.79,3,6,-3717.04,227.6,-76.26,-2.52,17.26,15.18,USA,-542.34,-1535.39,3771.68
59.79,-89.94,-198.33,102.09,High,-4.98,-9.02,11035.77,-4806.74,-135.74,26112.15,502.44,153.19,18.15,23.04,336.33,2537.8,-516.96,-8679.4,9.93,-3497.26,1.94,10213.84,2732.34,3309.48,15,12,5183.02,576.54,-72.27,-11.54,14.75,20.65,UK,-398.16,-1031.96,254.01
66.33,-168,-198.96,125.97,High,16.5,-182.68,26488.5,-5127.58,-91.92,35404.98,396.21,252.88,8.55,33.06,266.04,2105.42,-259.25,-11798.46,0.12,-5241.32,22.9,8612.43,1907.46,1383.3,15,6,-2070.44,1614.54,-75.51,-1.68,13.67,18.24,UK,-170.76,-1411.56,1550.61
66.58,-365.6,-196.76,131.98,Very high,11.91,-157.47,9824.91,-4035.94,-241.46,12846.81,415.02,175.49,-2.4,31.65,210.84,1429.28,-332.54,-15546.56,1.74,-2519.54,5.46,2294.21,1708.98,2334.45,24,8,-2012.69,869.14,-74.46,-2.48,10.84,21.31,USA,-222.51,-1277.49,1272.39
49.89,-195.14,-192.19,115.09,Low,17.88,-162.81,22609.95,-4567.3,-136.82,20931.78,578.49,154.45,3.78,26.91,271.62,1535.94,-481.86,79.18,0.72,-3663.96,5.22,9564.88,3012.26,2121.39,12,6,-224.68,921.48,-73.62,-6.38,11.93,13.26,USA,-236.79,-1252.13,1237.66
44.13,-179.9,-192.88,72.44,High,12.66,-244.42,12043.68,-4386.92,-66.76,36747.72,498.96,165.98,11.07,31.95,302.76,1516.72,-426.37,-8779.34,674.1,-2810.36,5.78,12427.34,3053.24,1712.7,18,16,-4727.94,-200.44,-87.69,-7.02,11.23,18.98,USA,-447.6,-932.1,900.41
-31.1,-182.06,-212.67,134.36,High,3.63,-230.16,8071.74,-4234.94,-218.9,26683.38,570.84,208.48,6.81,30.45,138.12,2481.32,-1043.85,-5594.82,0.09,-4023.84,7.8,4540.69,2699.72,785.97,12,4,-386.25,1205.16,-77.97,-28.38,10.7,16.83,Rest,-315.75,-697.31,-297.3
14.63,-309.42,-175.78,114.79,Very low,17.82,-113.59,16964.55,-4610.34,-193.88,26937.36,461.82,148.18,14.82,36.6,260.67,2611.16,-664.12,-11120.66,204.06,-3224.06,7.72,4999.29,2759.06,3683.1,18,0,1405.23,-224.22,-97.68,-6.8,18.64,20.11,Rest,-282.18,-711.79,250.62
62.04,-156.7,-139.92,169.65,Low,15.21,-162.07,21336.66,-5502.44,-194.3,24613.35,803.64,35.88,13.92,42.78,288.33,2646.52,-371.31,1649.8,0.03,-4040.04,4.32,9981.89,1911.14,3764.91,6,2,2798.92,427.72,-49.02,-10.88,25.37,21.79,UK,-424.38,-1366.09,792.38
88.08,-302.12,-189.48,127.97,Medium,23.88,-109.17,9884.16,-5083.16,-97.88,21160.41,951.75,174.29,13.02,27.24,233.46,2127.2,-671.15,-6345.56,0.42,-2462.76,4.4,13690.47,3449.1,1227.42,3,10,3306.2,2044.34,-74.85,-2,13.98,12.78,USA,-271.53,-1377.71,3391.94
53.29,-231.86,-190.78,119.04,Low,22.8,-143.15,1317.24,-7204.1,-198.92,25397.97,576.78,57.21,15.54,45.54,266.13,1909.52,-231.29,-5666.86,2.28,-3367.84,6.54,8712.7,1795.56,3199.02,21,10,664.28,211.72,-69.69,-13.64,10.92,24.76,Europe,-375.69,-1202.98,-1444.24
-0.29,-231.28,-190.63,105.46,High,-0.96,-144.95,15951.72,-4720.4,-134.8,23466.3,425.85,80.93,-0.15,34.8,336.15,2645.94,-293.65,-8355.92,0.75,-3547.18,6.72,6144.91,1993.54,2770.65,6,6,-585.82,602.28,-79.53,-7.26,10.83,19.88,USA,-199.35,-846.03,1957.38
-36.29,-30.92,-187.13,88.49,High,-11.01,-146.23,5289.51,-2072.02,-132.44,27074.67,450.3,193.46,17.52,59.04,358.71,2114.72,-385.61,-4624.78,0.03,-3791.82,7.5,5998.68,2156.8,1225.86,12,2,2879.14,834.12,-51.21,-3.26,16.52,20.48,USA,-315.15,-1893.81,3424.19
46.33,-161.56,-202.19,122.61,Very low,12.36,-166.08,32558.58,-4952.54,-177.68,13726.44,655.26,131.95,10.05,50.01,318.42,494.24,-319.56,467.36,2.31,-3907.74,3.64,4228.59,3660.7,68.76,15,4,3133.19,701.42,-86.19,-9.3,9.87,19.02,UK,-454.41,-1387.38,712.36
70.59,-210.92,-168.88,91.37,Low,10.02,-204.87,7195.05,-3367,-132.56,32388.63,637.02,244.25,1.74,33.99,374.7,987.48,-29,-7231.16,0.33,-3992.86,7.38,7905.94,2368.3,3246.21,15,10,2853.16,625.58,-52.2,-2.06,12.28,11.76,UK,-404.79,-1470.66,491.78
48.73,-190.4,-165.55,73.91,Low,4.5,-151.25,26051.67,-3663.6,-147.12,36174.96,516.96,157.04,8.43,32.19,352.41,849.62,-622.94,-12048.68,122.73,-4076.32,2.66,5602.73,2137.96,1408.95,6,6,-867.08,266.28,-75.69,-4.46,16.34,18.09,USA,-332.22,-850.18,3409.01
77.05,-70.26,-295.85,148.45,Medium,-0.96,-169.41,6802.5,-2679.72,-171.48,21699.69,846.87,104.45,1.56,42.3,141.36,2007.64,-496.07,-18667.04,3.96,-3869.08,9.06,9674.44,1831.38,1099.65,15,10,1236.62,1640.48,-48.27,-2.9,13.34,13.97,UK,-269.85,-1120.21,672.08
44.4,-218.2,-194.18,88.01,Medium,-0.03,-139.95,14516.19,-4093.58,-142.88,39539.34,576.75,182.92,10.47,50.85,360.6,1730.26,-479.1,-12416.42,340.32,-3553.6,5.96,3646.45,2344.52,2462.04,18,8,309.95,1648.32,-71.52,-20.16,4.8,20.17,Europe,-287.16,-1128.98,-835.42
70.33,-376.78,-296.08,57.22,Medium,2.64,-130.08,8617.62,-4147.28,-198.4,23466.03,592.2,212.23,8.76,21.9,182.61,2337.08,66.39,-11674.46,291.33,-4014.18,2.4,9453.73,1225,3274.29,18,8,1609.94,737.04,-92.91,-6.72,11.81,18.75,UK,-435.72,-809.46,594.35
